bid,sum
57736,Shoeless Joe follows a man's supernatural experience with a dead ballplayer.
15595,The Midwife's Apprentice is a story.
254705,Winter World explores animal adaptation in harsh winters.
122441,"""La zizanie"" is a book in the Asterix series."
11443325,"Immortal City explores a world of immortality, secrets, and power."
16074409,Battle of the Ampere is an electrifying battle of power.
17646,The Tent explores home and belonging through interconnected stories.
12326644,The Kingmaker's Daughter is a historical fiction.
2320230,Every Day is for the Thief is a novel exploring daily life experiences.
1887096,The Devil's Bones is a thrilling mystery novel.
9209512,The Poison Tree is a suspenseful novel.
2246340,The Good Thief follows a master thief's daring heist with unexpected outcomes.
4815584,"""Home Safe"" is about a woman's quest for safety and solace after a profound tragedy."
1632546,Hidden Depths explores human nature's hidden depths and complex relationships.
257149,Lord of the Silver Bow is a captivating story.
9618561,"Supernatural is about the realm of paranormal and supernatural, investigating myths, legends, and unexplained phenomena."
18490708,Echopraxia is a sci-fi novel.
240141,God Don't Like Ugly explores divine disapproval's consequences.
227623,The Twisted Root is about a dark family history full of mystery and deception.
55002,The Fall of the Roman Republic: Six Lives examines the collapse of the Roman Republic through the perspectives of six influential individuals.
7140917,Our Tragic Universe explores life's unpredictability through its protagonist.
2467566,The Long Tail explores niche product selling for future business success.
22468475,Wars of the Roses: Trinity explores the power struggles and conflicts during the Wars of the Roses in 15th century England.
6402544,"The Healing of America explores global healthcare systems, highlighting successes and failures in achieving affordable and fair healthcare."
18296030,Don't Look Back is a thrilling suspense that uncovers dark secrets.
2983489,Why We Suck explores self-deprecating humor and satirizes societal norms.
900,"""The Game"" is about pickup artists and their techniques for attracting women."
16257,Further Tales of the City continues captivating stories of San Francisco residents.
91289,"The Hummingbird's Daughter is about the life of Teresita Urrea, a Mexican saint, and touches on faith, spirituality, and revolution in 19th century Mexico."
1575453,The Puzzling World of Winston Breen is about a young boy on puzzle-filled adventures.
6325827,"Beach Trip is about friends on a coastal vacation, facing adventure, romance, and challenges."
8805331,"""Storyteller: The Authorized Biography of Roald Dahl"" provides a comprehensive look into the acclaimed author's remarkable life and the stories that shaped his career."
6404708,Jamie's Ministry of Food is a guide to inspire people to cook nutritious meals from scratch.
9476308,Vaclav & Lena explores the strong connection between two young immigrant friends amidst challenging circumstances.
22607787,Listen to Me is about a woman's fight against oppressive systems to find her voice.
154060,A Mathematician's Apology contemplates the essence and importance of mathematics.
5739373,The Defector is about a traitor escaping their country under perilous circumstances.
23514316,"Rock Hard is about the tumultuous journey of a band in the music industry, overcoming obstacles and striving for fame."
5872,Regeneration explores psychological impact of WWI on soldiers.
192888,"""Clouds of Witness"" is a mystery novel exploring family secrets and loyalty."
1081976,Dead Heat is an intense thriller.
8968323,Radioactive explores the love and scientific achievements of Marie and Pierre Curie.
33933,The Panda's Thumb explores evolution's role in shaping the natural world.
10338691,"""Cocktail under the Tree of Forgetfulness"" explores love, secrets, and the unpredictability of human relationships."
218215,"""Loretta Lynn: Coal Miner's Daughter"" is about the rise to fame of country music legend Loretta Lynn."
420744,Mackenzie's Mission is about a skilled agent on a dangerous assignment.
15666,Strangers In Paradise delves into the intertwined lives of diverse individuals.
291894,"""Nighty-Nightmare"" explores suspenseful dream world."
4724138,"Nightingale Wood explores love, family, and society in England."
60364,Unable to provide book summary without title. Please provide the title.
975461,"""Hushigi You Xi Xuan Wu Kai Chuan 1"" is a mysterious journey of unveiled secrets."
43324,"""Are You Afraid of the Dark"" is a suspenseful thriller."
6485194,Notes from the Dog explores the bond between a girl and a stray dog.
101589,Upsetting the Balance explores the aftermath of disturbing stability in life.
19400,The History of the Decline and Fall of the Roman Empire is about the factors that led to the downfall of a powerful empire.
22917292,"The Favorite delves into relationships, secrets, and the power of choice."
1585299,The World Unseen uncovers hidden stories and connections in our lives.
114135,"""Genuine Lies"" reveals the hidden truth behind a woman's life of secrets and deception."
17910546,The Wit & Wisdom of Tyrion Lannister is a collection of clever and insightful quotes from the beloved character.
11352798,Christmas at Tiffany's is about friendship and love during the holiday season in New York City.
34080,The Waste Land is a influential modernist poem.
22307981,Sweet Sinful Nights explores forbidden desires and intense passion between two individuals in a world of secrets and danger.
567682,The Mothman Prophecies explores mysterious sightings and encounters of the legendary creature.
22911719,"""The Secret Fire"" is a thrilling adventure exploring the discovery of a hidden power in a world of magic and science."
2892420,"""A Good Woman"" explores complexities of a female protagonist in a compelling narrative."
2816,"A Severed Wasp follows Katherine Forrester Vigneras, an aging pianist navigating memories and seeking redemption."
7619,The Time Quartet Box Set includes four books by Madeleine L'Engle.
228345,The Orchid Thief is about the captivating obsession with orchids.
186668,"""Heaven's Net Is Wide"" is about a boy's journey in ancient Japan, exploring honor, loyalty, and destiny."
41692,"The Modigliani Scandal is a thrilling story of art, intrigue, and deception in the world of high-stakes art auctions and international crime."
237364,Rain Man is about a transformative journey between two brothers.
10146440,The Tiny Wife is a captivating novel.
10410038,The Ranger is about an exciting and suspenseful adventure.
78024,"""And Quiet Flows the Don"" is a captivating novel set in tumultuous Russia."
732897,Dragon's Egg explores human-alien encounters with the Cheela.
384597,Arcadia explores the lives of friends in adulthood.
22875447,Work Rules! provides transformative insights from Google's internal practices.
1188295,Killer Spirit is a thrilling investigation into secrets and dark intentions.
6707693,Hearts at Stake blends romance and suspense.
17657649,"""Dear Mr. Knightley"" is about Samantha's journey of self-discovery through anonymous letter writing."
1307394,"""Tenggelamnya kapal Van der Wijck"" is a tragic love story set in colonial Indonesia."
9267072,The Fort is about a fierce American-British battle during the Revolutionary War.
